3.577873603482833315e-02,4.967141530112326731e-01,-1.415370742050414243e+00,9.934283060224653461e-01,3.831614720690206699e+00
5.607845263682344206e-02,-1.382643011711846559e-01,-4.206453227653590421e-01,-2.765286023423693118e-01,9.818454481975923409e-01
1.083051243175277012e-01,6.476885381006924902e-01,-3.427145165267694860e-01,1.295377076201384980e+00,1.401790352141939255e+00
1.053802052034902986e-01,1.523029856408025351e+00,-8.022772692216189050e-01,3.046059712816050702e+00,2.712016940381589247e+00
-1.377669367957091162e-01,-2.341533747233359719e-01,-1.612857116660091350e-01,-4.683067494466719438e-01,4.734063380159533319e-01
-9.378250399151227823e-02,-2.341369569491805469e-01,4.040508568145383950e-01,-4.682739138983610938e-01,-1.153488878789224126e+00
5.150352672086597888e-02,1.579212815507391454e+00,1.886185901210530202e+00,3.158425631014782908e+00,-5.019725255737378156e+00
5.137859509122088414e-02,7.674347291529087789e-01,1.745778128318389577e-01,1.534869458305817558e+00,-8.195191329134319247e-01
5.150476863060479693e-02,-4.694743859349521098e-01,2.575503907227643663e-01,-9.389487718699042196e-01,-4.991024815832741934e-01
3.852731490654721647e-01,5.425600435859646575e-01,-7.444591576616721440e-02,1.085120087171929315e+00,1.222414210815546132e-01
5.708905106931669998e-02,-4.634176928124622563e-01,-1.918771215299041488e+00,-9.268353856249245126e-01,5.647473044283514376e+00
1.135565640180598995e-01,-4.657297535702568658e-01,-2.651387544921687822e-02,-9.314595071405137316e-01,6.289300523412456601e-01
9.540017634932024260e-02,2.419622715660341150e-01,6.023020994102643716e-02,4.839245431320682300e-01,2.320175446709356049e-01
6.513912513057980302e-02,-1.913280244657797891e+00,2.463242112485286128e+00,-3.826560489315595781e+00,-6.982971519455539067e+00
-3.152692446403456555e-02,-1.724917832513032767e+00,-1.923609647811225232e-01,-3.449835665026065534e+00,1.229822297920532215e+00
7.589692204932674269e-02,-5.622875292409726944e-01,3.015473423336124670e-01,-1.124575058481945389e+00,-8.941401061844578280e-01
-7.728252145375719140e-02,-1.012831120334423796e+00,-3.471176970524331162e-02,-2.025662240668847591e+00,4.451117947632118876e-01
-2.368186067400088884e-02,3.142473325952738761e-01,-1.168678037619532040e+00,6.284946651905477522e-01,3.350900734561867989e+00
-4.853635478291035144e-02,-9.080240755212108938e-01,1.142822814515020546e+00,-1.816048151042421788e+00,-3.266385267300840667e+00
8.187413938632256277e-03,-1.412303701335291484e+00,7.519330326867741388e-01,-2.824607402670582967e+00,-2.320870625244164653e+00
2.314658566673508666e-01,1.465648768921554046e+00,7.910319470430469124e-01,2.931297537843108092e+00,-2.324597858632781566e+00
-1.867265192591748280e-01,-2.257763004865356582e-01,-9.093874547947389253e-01,-4.515526009730713164e-01,3.025740877102673476e+00
6.862601903745134402e-02,6.752820468792383735e-02,1.402794310936099187e+00,1.350564093758476747e-01,-4.617493274425033434e+00
-1.612715871189651651e-01,-1.424748186213456780e+00,-1.401851062792280889e+00,-2.849496372426913560e+00,5.251746826219573450e+00
-4.719318657894334967e-02,-5.443827245251826596e-01,5.868570938002702908e-01,-1.088765449050365319e+00,-2.263579972150661757e+00
1.088950596967366152e-01,1.109225897098660846e-01,2.190455625809978546e+00,2.218451794197321691e-01,-7.178461183823801939e+00
6.428001909546277731e-03,-1.150993577422302794e+00,-9.905363251306883443e-01,-2.301987154844605588e+00,3.550664412142098936e+00
-1.077744777929306175e-01,3.756980183456719580e-01,-5.662977296027719154e-01,7.513960366913439159e-01,2.094724535789783459e+00
