1.000000000000000000e+00,1.000000000000000000e+00,1.099342830602246522e+03
1.000000000000000000e+00,2.000000000000000000e+00,9.723471397657630177e+02
1.000000000000000000e+00,3.000000000000000000e+00,1.129537707620138463e+03
1.000000000000000000e+00,4.000000000000000000e+00,1.304605971281604980e+03
1.000000000000000000e+00,5.000000000000000000e+00,9.531693250553328198e+02
1.000000000000000000e+00,6.000000000000000000e+00,9.531726086101639339e+02
1.000000000000000000e+00,7.000000000000000000e+00,1.315842563101478390e+03
1.000000000000000000e+00,8.000000000000000000e+00,1.153486945830581817e+03
1.000000000000000000e+00,9.000000000000000000e+00,9.061051228130095296e+02
1.000000000000000000e+00,1.000000000000000000e+01,1.108512008717192884e+03
1.000000000000000000e+00,1.100000000000000000e+01,9.073164614375075416e+02
1.000000000000000000e+00,1.200000000000000000e+01,9.068540492859485767e+02
1.000000000000000000e+00,1.300000000000000000e+01,1.048392454313206827e+03
1.000000000000000000e+00,1.400000000000000000e+01,6.173439510684404468e+02
1.000000000000000000e+00,1.500000000000000000e+01,6.550164334973934501e+02
1.000000000000000000e+00,1.600000000000000000e+01,8.875424941518054993e+02
1.000000000000000000e+00,1.700000000000000000e+01,7.974337759331152711e+02
1.000000000000000000e+00,1.800000000000000000e+01,1.062849466519054658e+03
1.000000000000000000e+00,1.900000000000000000e+01,8.183951848957577795e+02
1.000000000000000000e+00,2.000000000000000000e+01,7.175392597329416731e+02
1.000000000000000000e+00,2.100000000000000000e+01,1.293129753784310878e+03
1.000000000000000000e+00,2.200000000000000000e+01,9.548447399026928224e+02
1.000000000000000000e+00,2.300000000000000000e+01,1.013505640937584758e+03
1.000000000000000000e+00,2.400000000000000000e+01,7.150503627573086760e+02
1.000000000000000000e+00,2.500000000000000000e+01,8.911234550949634468e+02
1.000000000000000000e+00,2.600000000000000000e+01,1.022184517941973240e+03
1.000000000000000000e+00,2.700000000000000000e+01,7.698012845155394643e+02
1.000000000000000000e+00,2.800000000000000000e+01,1.075139603669134431e+03
1.000000000000000000e+00,2.900000000000000000e+01,8.798722620162390058e+02
1.000000000000000000e+00,3.000000000000000000e+01,9.416612500413446014e+02
2.000000000000000000e+00,1.000000000000000000e+00,8.796586775541205725e+02
2.000000000000000000e+00,2.000000000000000000e+00,1.370455636901787557e+03
2.000000000000000000e+00,3.000000000000000000e+00,9.973005550524131877e+02
2.000000000000000000e+00,4.000000000000000000e+00,7.884578142088199684e+02
2.000000000000000000e+00,5.000000000000000000e+00,1.164508982420637722e+03
2.000000000000000000e+00,6.000000000000000000e+00,7.558312700057955453e+02
2.000000000000000000e+00,7.000000000000000000e+00,1.041772719000951156e+03
2.000000000000000000e+00,8.000000000000000000e+00,6.080659752240449052e+02
2.000000000000000000e+00,9.000000000000000000e+00,7.343627902203138547e+02
2.000000000000000000e+00,1.000000000000000000e+01,1.039372247173824690e+03
2.000000000000000000e+00,1.100000000000000000e+01,1.147693315999082188e+03
2.000000000000000000e+00,1.200000000000000000e+01,1.034273656237994146e+03
2.000000000000000000e+00,1.300000000000000000e+01,9.768703435223518454e+02
2.000000000000000000e+00,1.400000000000000000e+01,9.397792608821422391e+02
2.000000000000000000e+00,1.500000000000000000e+01,7.042956019265145642e+02
2.000000000000000000e+00,1.600000000000000000e+01,8.560311583210582285e+02
2.000000000000000000e+00,1.700000000000000000e+01,9.078722458080425213e+02
2.000000000000000000e+00,1.800000000000000000e+01,1.211424445243783111e+03
2.000000000000000000e+00,1.900000000000000000e+01,1.068723657913692250e+03
2.000000000000000000e+00,2.000000000000000000e+01,6.473919689274532629e+02
2.000000000000000000e+00,2.100000000000000000e+01,1.064816793878959061e+03
2.000000000000000000e+00,2.200000000000000000e+01,9.229835439167367213e+02
2.000000000000000000e+00,2.300000000000000000e+01,8.646155999388082591e+02
2.000000000000000000e+00,2.400000000000000000e+01,1.122335257768173506e+03
2.000000000000000000e+00,2.500000000000000000e+01,1.206199904499190097e+03
2.000000000000000000e+00,2.600000000000000000e+01,1.186256023823239730e+03
2.000000000000000000e+00,2.700000000000000000e+01,8.321564953554723161e+02
2.000000000000000000e+00,2.800000000000000000e+01,9.381575248297571079e+02
2.000000000000000000e+00,2.900000000000000000e+01,1.066252686280712851e+03
2.000000000000000000e+00,3.000000000000000000e+01,1.195109025424471838e+03
3.000000000000000000e+00,1.000000000000000000e+00,9.041651524309420438e+02
3.000000000000000000e+00,2.000000000000000000e+00,9.628682046672365686e+02
3.000000000000000000e+00,3.000000000000000000e+00,7.787330051987943307e+02
3.000000000000000000e+00,4.000000000000000000e+00,7.607586751838658756e+02
3.000000000000000000e+00,5.000000000000000000e+00,1.162505164478839561e+03
3.000000000000000000e+00,6.000000000000000000e+00,1.271248005714164719e+03
3.000000000000000000e+00,7.000000000000000000e+00,9.855979756839332140e+02
3.000000000000000000e+00,8.000000000000000000e+00,1.200706579578404899e+03
3.000000000000000000e+00,9.000000000000000000e+00,1.072327205009526779e+03
3.000000000000000000e+00,1.000000000000000000e+01,8.709760490789751657e+02
3.000000000000000000e+00,1.100000000000000000e+01,1.072279121101682904e+03
3.000000000000000000e+00,1.200000000000000000e+01,1.307607313293193783e+03
3.000000000000000000e+00,1.300000000000000000e+01,9.928347921780097067e+02
3.000000000000000000e+00,1.400000000000000000e+01,1.312928731162801341e+03
3.000000000000000000e+00,1.500000000000000000e+01,4.760509791820511509e+02
3.000000000000000000e+00,1.600000000000000000e+01,1.164380500875044845e+03
3.000000000000000000e+00,1.700000000000000000e+01,1.017409413647634210e+03
3.000000000000000000e+00,1.800000000000000000e+01,9.401985299068264794e+02
3.000000000000000000e+00,1.900000000000000000e+01,1.018352155307100475e+03
3.000000000000000000e+00,2.000000000000000000e+01,6.024862170798214720e+02
3.000000000000000000e+00,2.100000000000000000e+01,9.560656224324976620e+02
3.000000000000000000e+00,2.200000000000000000e+01,1.071422514302349327e+03
3.000000000000000000e+00,2.300000000000000000e+01,1.295578808948303276e+03
3.000000000000000000e+00,2.400000000000000000e+01,8.963459563452705652e+02
3.000000000000000000e+00,2.500000000000000000e+01,8.383012794213624375e+02
3.000000000000000000e+00,2.600000000000000000e+01,8.996485912830926281e+02
3.000000000000000000e+00,2.700000000000000000e+01,1.183080423540414813e+03
3.000000000000000000e+00,2.800000000000000000e+01,1.065750221931936949e+03
3.000000000000000000e+00,2.900000000000000000e+01,8.940479592465921996e+02
3.000000000000000000e+00,3.000000000000000000e+01,1.102653486622671153e+03
4.000000000000000000e+00,1.000000000000000000e+00,1.019415509869608059e+03
4.000000000000000000e+00,2.000000000000000000e+00,1.193728998106577819e+03
4.000000000000000000e+00,3.000000000000000000e+00,8.595893812245294612e+02
4.000000000000000000e+00,4.000000000000000000e+00,9.344675706804463289e+02
4.000000000000000000e+00,5.000000000000000000e+00,9.215783693735684210e+02
4.000000000000000000e+00,6.000000000000000000e+00,7.072970103735763132e+02
4.000000000000000000e+00,7.000000000000000000e+00,1.059224055412915277e+03
4.000000000000000000e+00,8.000000000000000000e+00,1.052211054435977758e+03
4.000000000000000000e+00,9.000000000000000000e+00,1.001022691328492215e+03
4.000000000000000000e+00,1.000000000000000000e+01,9.530825733249706673e+02
4.000000000000000000e+00,1.100000000000000000e+01,7.169258515899171016e+02
4.000000000000000000e+00,1.200000000000000000e+01,9.158709354469282289e+02
4.000000000000000000e+00,1.300000000000000000e+01,9.314570966946461112e+02
4.000000000000000000e+00,1.400000000000000000e+01,8.395445461556762439e+02
4.000000000000000000e+00,1.500000000000000000e+01,9.677428576667981588e+02
4.000000000000000000e+00,1.600000000000000000e+01,1.080810171362907568e+03
4.000000000000000000e+00,1.700000000000000000e+01,1.377237180242105978e+03
4.000000000000000000e+00,1.800000000000000000e+01,1.034915562566367726e+03
4.000000000000000000e+00,1.900000000000000000e+01,1.051510078144552836e+03
4.000000000000000000e+00,2.000000000000000000e+01,9.851108168467665109e+02
4.000000000000000000e+00,2.100000000000000000e+01,6.162457569401917681e+02
4.000000000000000000e+00,2.200000000000000000e+01,9.946972249101565922e+02
4.000000000000000000e+00,2.300000000000000000e+01,1.012046041988205275e+03
4.000000000000000000e+00,2.400000000000000000e+01,1.492648422497057254e+03
4.000000000000000000e+00,2.500000000000000000e+01,9.615278070437755105e+02
4.000000000000000000e+00,2.600000000000000000e+01,1.060309468466722592e+03
4.000000000000000000e+00,2.700000000000000000e+01,9.930576460589513772e+02
4.000000000000000000e+00,2.800000000000000000e+01,7.662643924760935761e+02
4.000000000000000000e+00,2.900000000000000000e+01,1.228564562903004116e+03
4.000000000000000000e+00,3.000000000000000000e+01,1.150386606537354737e+03
5.000000000000000000e+00,1.000000000000000000e+00,1.158206389408609311e+03
5.000000000000000000e+00,2.000000000000000000e+00,8.181225090410522398e+02
5.000000000000000000e+00,3.000000000000000000e+00,1.280558862187219802e+03
5.000000000000000000e+00,4.000000000000000000e+00,7.196297874415438400e+02
5.000000000000000000e+00,5.000000000000000000e+00,1.117371418760053984e+03
5.000000000000000000e+00,6.000000000000000000e+00,1.438091125161995706e+03
5.000000000000000000e+00,7.000000000000000000e+00,8.018927349738623889e+02
5.000000000000000000e+00,8.000000000000000000e+00,8.867404540794456125e+02
5.000000000000000000e+00,9.000000000000000000e+00,1.019930273017528293e+03
5.000000000000000000e+00,1.000000000000000000e+01,8.993048691767601213e+02
5.000000000000000000e+00,1.100000000000000000e+01,6.898673137867734795e+02
5.000000000000000000e+00,1.200000000000000000e+01,1.013712594961205468e+03
5.000000000000000000e+00,1.300000000000000000e+01,7.875392572547790451e+02
5.000000000000000000e+00,1.400000000000000000e+01,1.094718486127036385e+03
5.000000000000000000e+00,1.500000000000000000e+01,8.161151531532393619e+02
5.000000000000000000e+00,1.600000000000000000e+01,1.309986881003507960e+03
5.000000000000000000e+00,1.700000000000000000e+01,8.433493415327525327e+02
5.000000000000000000e+00,1.800000000000000000e+01,9.355876967588649222e+02
5.000000000000000000e+00,1.900000000000000000e+01,1.162703443473933930e+03
5.000000000000000000e+00,2.000000000000000000e+01,7.538271367132089154e+02
5.000000000000000000e+00,2.100000000000000000e+01,1.045491986920825866e+03
5.000000000000000000e+00,2.200000000000000000e+01,1.261428550856485572e+03
5.000000000000000000e+00,2.300000000000000000e+01,6.785033530877544763e+02
5.000000000000000000e+00,2.400000000000000000e+01,1.036926771706460841e+03
5.000000000000000000e+00,2.500000000000000000e+01,1.051976558849684807e+03
5.000000000000000000e+00,2.600000000000000000e+01,1.156364574355462082e+03
5.000000000000000000e+00,2.700000000000000000e+01,7.526098578243836528e+02
5.000000000000000000e+00,2.800000000000000000e+01,7.359086773831447772e+02
5.000000000000000000e+00,2.900000000000000000e+01,1.104388313123379476e+03
5.000000000000000000e+00,3.000000000000000000e+01,1.059396934646637192e+03
