4.000000000000000000e+00,5.901712445016598795e+05
5.000000000000000000e+00,7.241520583725501783e+05
3.000000000000000000e+00,4.422544560439098277e+05
5.000000000000000000e+00,7.638286684626088245e+05
5.000000000000000000e+00,7.095183008030097699e+05
2.000000000000000000e+00,2.694278164389578742e+05
3.000000000000000000e+00,4.538103671811539680e+05
3.000000000000000000e+00,4.125166883160021971e+05
3.000000000000000000e+00,5.083534684346035938e+05
5.000000000000000000e+00,7.453999062745157862e+05
4.000000000000000000e+00,5.727903832378536463e+05
3.000000000000000000e+00,4.254793753463150933e+05
5.000000000000000000e+00,7.355063196374612162e+05
2.000000000000000000e+00,2.829051495480479207e+05
4.000000000000000000e+00,5.372520099093820900e+05
2.000000000000000000e+00,3.379122159229916288e+05
4.000000000000000000e+00,5.995354997996466700e+05
5.000000000000000000e+00,7.491787066324452171e+05
1.000000000000000000e+00,1.745362053664969571e+05
4.000000000000000000e+00,5.683618659159948584e+05
2.000000000000000000e+00,2.772501863844527397e+05
5.000000000000000000e+00,7.637224694615743356e+05
4.000000000000000000e+00,5.980686584759709658e+05
1.000000000000000000e+00,1.603470700513418415e+05
1.000000000000000000e+00,1.475973799394253292e+05
3.000000000000000000e+00,4.427585960506736301e+05
3.000000000000000000e+00,4.930054646186976461e+05
2.000000000000000000e+00,3.319738112564791227e+05
4.000000000000000000e+00,5.250372257508386392e+05
4.000000000000000000e+00,6.444098568351649446e+05
3.000000000000000000e+00,5.147618557008930948e+05
4.000000000000000000e+00,6.369533513014833443e+05
4.000000000000000000e+00,5.935702655023141997e+05
1.000000000000000000e+00,1.293241736860726378e+05
3.000000000000000000e+00,4.718349934249760117e+05
5.000000000000000000e+00,7.314279191893511452e+05
3.000000000000000000e+00,4.606847949116813834e+05
5.000000000000000000e+00,7.493435737698370358e+05
1.000000000000000000e+00,1.865415131326953124e+05
2.000000000000000000e+00,2.883162592708955635e+05
4.000000000000000000e+00,5.867159296528307023e+05
1.000000000000000000e+00,1.613467984422255540e+05
4.000000000000000000e+00,6.580151940278435359e+05
2.000000000000000000e+00,3.024291241783369915e+05
2.000000000000000000e+00,2.875063090934587526e+05
1.000000000000000000e+00,1.757250975476433814e+05
2.000000000000000000e+00,3.215438483947413042e+05
5.000000000000000000e+00,7.214558474805587903e+05
2.000000000000000000e+00,2.839151969946293393e+05
4.000000000000000000e+00,6.328958656948464923e+05
4.000000000000000000e+00,6.128403852296827827e+05
4.000000000000000000e+00,5.259090340479720617e+05
4.000000000000000000e+00,6.144593741700868122e+05
5.000000000000000000e+00,7.777936907586096786e+05
3.000000000000000000e+00,4.248725582471065572e+05
1.000000000000000000e+00,1.703155819674629893e+05
4.000000000000000000e+00,6.561695735196216265e+05
2.000000000000000000e+00,3.118912182019332540e+05
4.000000000000000000e+00,5.812315111430120887e+05
2.000000000000000000e+00,2.843261556140225148e+05
2.000000000000000000e+00,3.003910169929965050e+05
4.000000000000000000e+00,6.113330877591928001e+05
5.000000000000000000e+00,7.518847379919955274e+05
2.000000000000000000e+00,3.150478909603851498e+05
2.000000000000000000e+00,2.955916382123887888e+05
4.000000000000000000e+00,6.054186892122066347e+05
2.000000000000000000e+00,3.289443174698530347e+05
2.000000000000000000e+00,2.680550654141098494e+05
4.000000000000000000e+00,6.032613539888216183e+05
4.000000000000000000e+00,6.031729094108327990e+05
1.000000000000000000e+00,1.776200014713921410e+05
5.000000000000000000e+00,7.431983263335191878e+05
5.000000000000000000e+00,7.695914493314927677e+05
2.000000000000000000e+00,3.330806239638813422e+05
5.000000000000000000e+00,6.945059118850730592e+05
2.000000000000000000e+00,3.350589373035160243e+05
1.000000000000000000e+00,1.204385460862293839e+05
4.000000000000000000e+00,5.671817877279458335e+05
4.000000000000000000e+00,5.136162931958287372e+05
4.000000000000000000e+00,5.759046700496205594e+05
5.000000000000000000e+00,7.498542916604691418e+05
1.000000000000000000e+00,1.385003008120229060e+05
5.000000000000000000e+00,7.361241941939474782e+05
